query_id,query_text,intent_category,video_title,creator_handle,description_snippet,result_language,score,flag
Q35,met museum tiktok,Navigational,Famous paintings explained in 60 seconds,@artexplained,Art content unaffiliated with the Met.,English,1,Art content unaffiliated with the Met
Q36,white house tiktok,Navigational,A day inside the White House,@whitehouse,Verified White House account. Official government communications.,English,3,
Q36,white house tiktok,Navigational,White House press briefing highlights,@politicsnews_tt,News content about the White House. Not the official account.,English,1,News content about the White House — not official
Q36,white house tiktok,Navigational,History of the White House — architect revealed,@ushistory_tt,Historical educational content. Not official.,English,1,Historical content — not the official account
Q36,white house tiktok,Navigational,Presidential daily schedule — what does a president do?,@civics101_tt,Civics educational content. Not official.,English,1,Civics content — not official
Q36,white house tiktok,Navigational,Political commentary — White House latest,@politicaltakes_tt,Opinion content. Not the official account.,English,0,"Wrong intent — opinion content, not navigational"
Q37,harvard university tiktok,Navigational,What it's actually like to be a Harvard student,@harvard,Verified Harvard University account. Campus life and admissions content.,English,3,
Q37,harvard university tiktok,Navigational,Harvard admissions essay tips,@collegeadmissions_coach,College prep creator. Not the official Harvard account.,English,1,College prep creator — not the official Harvard account
Q37,harvard university tiktok,Navigational,Harvard vs MIT — which is better?,@universityranking_tt,Comparison content. Not navigational.,English,0,"Wrong intent — comparison, not navigational"
Q37,harvard university tiktok,Navigational,Ivy League student day in the life,@ivyleague_life,Student vlogger at an Ivy League school. Not Harvard official.,English,1,Student vlogger — not Harvard official
Q37,harvard university tiktok,Navigational,Free Harvard courses online 2024,@freeeducation_tt,Online course content. References Harvard but not official.,English,1,References Harvard but not official
Q38,mit opencourseware tiktok,Navigational,Linear algebra in 60 seconds — MIT lecture clip,@mitocw,Verified MIT OCW account. Educational math and science content.,English,3,
Q38,mit opencourseware tiktok,Navigational,How to access free MIT courses online,@freeeducation_tt,Tutorial about MIT OCW. Not the official account.,English,1,Tutorial about MIT OCW — not the official account
Q38,mit opencourseware tiktok,Navigational,Engineering explained simply,@engineeringquick,Engineering education content. Not MIT official.,English,1,Engineering education — not MIT official
Q38,mit opencourseware tiktok,Navigational,Self-studying computer science with free resources,@selftaught_dev,Self-teaching content that mentions MIT OCW.,English,1,Mentions MIT OCW but not the account
Q38,mit opencourseware tiktok,Navigational,STEM career advice for students,@stemcareers_tt,Career guidance. Not navigational.,English,0,"Wrong intent — career guidance, not navigational"
Q39,world health organization tiktok,Navigational,WHO global disease outbreak update,@who,Verified WHO account. Global public health alerts.,English,3,
Q39,world health organization tiktok,Navigational,Is the WHO trustworthy? A fact check,@healthfactcheck_tt,Critical analysis of WHO credibility. Not official.,English,0,"Wrong intent — critical opinion, not the official account"
Q39,world health organization tiktok,Navigational,Global health statistics 2024,@globalhealth_data,Health data content. Not the official WHO account.,English,1,Health data — not the official WHO account
Q39,world health organization tiktok,Navigational,Pandemic preparedness — are we ready?,@publichealth_podcast,Discussion content. Not official.,English,1,Discussion content — not official
Q39,world health organization tiktok,Navigational,Healthcare systems around the world,@medicalsystems_tt,Educational comparison content. Not navigational.,English,0,"Wrong intent — educational comparison, not navigational"
Q40,apple tiktok official,Navigational,iPhone 16 — introducing the new camera system,@apple,Verified Apple account. Product launch content.,English,3,
Q40,apple tiktok official,Navigational,iPhone 16 hands-on — first impressions,@techreviewer_apple,Third-party reviewer. Not Apple official.,English,1,Third-party reviewer — not Apple official
Q40,apple tiktok official,Navigational,Apple vs Android — the debate continues,@techcomparison_tt,Platform debate content. Not navigational.,English,0,"Wrong intent — platform debate, not navigational"
Q40,apple tiktok official,Navigational,How to switch from Android to iPhone,@appletips_tt,Tutorial content. Not the official Apple account.,English,1,Tutorial — not the official Apple account
Q40,apple tiktok official,Navigational,Apple AirPods Pro 2 review,@audioreview_tt,Product review by third party. Not Apple official.,English,1,Third-party review — not Apple official
Q41,buy stanley cup tiktok shop,Transactional,Stanley Quencher 40oz — TikTok Shop Deal,@dealsbydeanna,"Affiliate creator with active TikTok Shop link. Shows product, current price ($35), buy now button.",English,3,
Q41,buy stanley cup tiktok shop,Transactional,Stanley Cup Haul — All the Colors,@hydrationobsessed,Unboxing haul — shows multiple Stanley cups but no direct purchase link.,English,2,
Q41,buy stanley cup tiktok shop,Transactional,Stanley vs YETI vs Hydro Flask — which is worth it?,@drinkwarereviews,Comparison review — useful for research but not a direct transactional result.,English,1,"Wrong intent — research content, not a direct buy path"
Q41,buy stanley cup tiktok shop,Transactional,Stanley cup sold out everywhere — try this instead,@alternativeproducts,Redirects to a different tumbler brand. Does not fulfill stated purchase intent.,English,0,Wrong intent — redirects away from stated purchase goal
Q41,buy stanley cup tiktok shop,Transactional,Como comprar en TikTok Shop desde Mexico,@tiktokshop_mx,Spanish tutorial on how to use TikTok Shop — not about Stanley cups.,Spanish,0,Wrong language — Spanish result for English query
Q42,how to join tiktok creator fund,Transactional,TikTok Creator Fund — How to Apply in 2024,@creatortips_official,Step-by-step eligibility and application walkthrough inside the TikTok app.,English,3,
Q42,how to join tiktok creator fund,Transactional,Is the TikTok Creator Fund worth it? Honest review,@contentcreator_honest,Earnings disclosure and honest assessment of fund payouts.,English,2,
Q42,how to join tiktok creator fund,Transactional,TikTok monetization — all options explained,@monetization_guide,Broader monetization overview. Not specifically about the Creator Fund application.,English,1,Too broad — not specifically about the application process
Q42,how to join tiktok creator fund,Transactional,How much I earn per 1 million views on TikTok,@tiktokearnings_revealed,Earnings data — not about the application process.,English,1,"Off-topic — earnings data, not how to apply"
Q42,how to join tiktok creator fund,Transactional,Como ganar dinero en TikTok 2024,@creadores_tt,Spanish tutorial on TikTok monetization. No English.,Spanish,0,Wrong language — Spanish result for English query
Q43,download tiktok video without watermark,Transactional,Save TikTok Videos Without Watermark — 3 Methods,@techshortcuts,"SnapTik, SSSTikTok, and built-in reposter method with screen recording.",English,3,
Q43,download tiktok video without watermark,Transactional,TikTok watermark remover app — tested,@apptest_tt,Tests 5 third-party apps and ranks them by ease and quality.,English,3,
Q43,download tiktok video without watermark,Transactional,TikTok privacy — who can download your videos?,@privacyguide_tt,Privacy settings tutorial. Not about downloading — wrong intent.,English,0,"Wrong intent — about privacy settings, not downloading"
Q43,download tiktok video without watermark,Transactional,How to screen record on iPhone and Android,@techbasics_tt,General screen record tutorial. A workaround but not the best method.,English,1,Partial workaround — not the best method for this task
Q43,download tiktok video without watermark,Transactional,TikTok copyright rules explained,@digitallaw_tt,Legal content about TikTok copyright. Not transactional.,English,0,"Wrong intent — legal content, not transactional"
Q44,book taylor swift concert tickets,Transactional,Taylor Swift Tickets — How to Actually Get Them,@concertguide_tt,"Covers Ticketmaster Verified Fan, resale apps, and alert strategies.",English,0,Outdated — Eras Tour has already concluded
Q44,book taylor swift concert tickets,Transactional,How I got Taylor Swift tickets — my strategy,@swiftie_tips,Personal strategy share including seat alert apps and timing tips.,English,0,Outdated — tour concluded
Q44,book taylor swift concert tickets,Transactional,SeatGeek vs StubHub — best for concert tickets,@ticketreviewer,Resale platform comparison. Broadly relevant but not Swift-specific.,English,2,
Q44,book taylor swift concert tickets,Transactional,Taylor Swift concert experience VLOG,@concertvlogs_tt,Concert vlog — entertainment not transactional guidance.,English,0,"Wrong intent — vlog, not a booking guide"
Q44,book taylor swift concert tickets,Transactional,Ticketmaster is broken — here's the receipts,@concertfan_frustrated,Grievance content about Ticketmaster. Not helpful for booking.,English,0,"Wrong intent — complaint content, not helpful for booking"
Q45,get spotify premium free trial,Transactional,Spotify Premium Free Trial — Sign Up Steps 2024,@apptricks_official,Current 3-month trial for new users with step-by-step walkthrough.,English,3,
Q45,get spotify premium free trial,Transactional,Spotify Student Discount — 50% off premium,@studentdeals_tt,Student pricing deal — related and transactional but different offer.,English,2,
Q45,get spotify premium free trial,Transactional,Spotify vs Apple Music vs YouTube Music — best value,@musicappreviews,Comparison review. Not transactional for the specific offer.,English,1,"Wrong intent — comparison, not how to sign up"
Q45,get spotify premium free trial,Transactional,How to cancel Spotify Premium,@cancelguide_tt,Cancellation tutorial. Opposite intent to signing up.,English,0,Wrong intent — opposite action to signing up
Q45,get spotify premium free trial,Transactional,Spotify family plan — how to set it up,@spotifytips_tt,Family plan setup. Adjacent but different product.,English,1,Different product — family plan not free trial
Q46,register for tiktok live,Transactional,How to Go LIVE on TikTok — Requirements 2024,@livecoach_tt,"Follower threshold, account age, and Live application process explained.",English,3,
Q46,register for tiktok live,Transactional,TikTok LIVE gifts explained — how to earn,@livemonetization_tt,About earning from lives — useful after setup but not about registration.,English,1,Post-setup content — assumes Live access already granted
Q46,register for tiktok live,Transactional,Best TikTok Live streaming setup,@streamsetup_tt,Equipment and setup guide. Assumes Live access already granted.,English,1,Equipment guide — assumes access already exists
Q46,register for tiktok live,Transactional,Why TikTok banned my LIVE — what to know,@contentpolicy_tt,Ban/violation content. Not about initial registration.,English,0,"Wrong intent — about bans, not registration"
Q46,register for tiktok live,Transactional,TikTok LIVE vs Instagram Live — which is better?,@platformcomparison,Platform comparison. Not transactional.,English,0,"Wrong intent — platform comparison, not transactional"
Q47,how to buy bitcoin coinbase,Transactional,Buy Bitcoin on Coinbase — Step by Step Tutorial,@cryptobasics_tt,Screen recording of Coinbase buy flow with KYC and payment method setup.,English,3,
Q47,how to buy bitcoin coinbase,Transactional,Coinbase vs Binance — which is safer for beginners,@cryptoexchanges,Comparison of exchanges. Not about completing a purchase.,English,2,
Q47,how to buy bitcoin coinbase,Transactional,Bitcoin price prediction 2025,@cryptoanalysis_tt,Price speculation content. Not transactional.,English,0,"Wrong intent — speculation, not how to buy"
Q47,how to buy bitcoin coinbase,Transactional,How to store Bitcoin safely after buying,@cryptosecurity_tt,Cold storage tutorial. Post-purchase — assumes transaction done.,English,1,Post-purchase content — assumes transaction done
Q47,how to buy bitcoin coinbase,Transactional,"I lost $50,000 in crypto — my story",@cryptoloss_diary,Warning story. Not transactional guidance.,English,0,"Wrong intent — warning story, not transactional"
Q48,how to cancel amazon prime,Transactional,Cancel Amazon Prime — Full Walkthrough 2024,@techhelp_quick,Step-by-step cancellation on both app and desktop.,English,3,
Q48,how to cancel amazon prime,Transactional,How to pause Amazon Prime instead of cancelling,@amazonhacks_tt,Alternative to cancellation — useful but different action.,English,2,
Q48,how to cancel amazon prime,Transactional,Amazon Prime benefits — is it worth keeping?,@amazonreviewer,Retention content. Opposite intent to cancellation.,English,0,"Wrong intent — retention content, opposite of cancellation"
Q48,how to cancel amazon prime,Transactional,Amazon Prime price increase — is it justified?,@consumeradvice_tt,Opinion content about pricing. Not transactional.,English,0,"Wrong intent — opinion content, not transactional"
Q48,how to cancel amazon prime,Transactional,Netflix vs Amazon Prime vs Disney+ comparison,@streamingdeals_tt,Platform comparison. Not about cancelling Prime.,English,0,"Wrong intent — streaming comparison, not about cancelling Prime"
Q49,apply for amazon warehouse jobs,Transactional,How to Apply for Amazon Warehouse Jobs — Full Guide,@jobhunt_tips,"Amazon Jobs website walkthrough, assessment test prep, and interview tips.",English,3,
Q49,apply for amazon warehouse jobs,Transactional,Amazon warehouse worker reality — what to expect,@amazonworker_honest,Day-in-the-life of a warehouse associate. Useful context for applicants.,English,2,
Q49,apply for amazon warehouse jobs,Transactional,Highest paying warehouse jobs 2024,@warehousejobs_ranked,Job comparison content. Not specifically about applying to Amazon.,English,1,Adjacent topic — not specifically about applying to Amazon
Q49,apply for amazon warehouse jobs,Transactional,Amazon layoffs 2024 — should you still apply?,@techjobmarket_tt,News and opinion content. Not transactional guidance.,English,1,News/opinion — not a how-to guide
Q49,apply for amazon warehouse jobs,Transactional,Work from home Amazon jobs — real or scam?,@jobscam_watch,WFH Amazon role investigation. Different type of Amazon job.,English,1,Different role type — not warehouse jobs
Q50,how to get tiktok verified badge,Transactional,TikTok Blue Checkmark — How to Get Verified 2024,@growthhacks_tt,"Notable account criteria, LIVE subscription path, and Creator Marketplace eligibility.",English,3,
Q50,how to get tiktok verified badge,Transactional,I got TikTok verified — here's exactly what I did,@verified_creator,Creator shares their verification journey and what triggered it.,English,3,
Q50,how to get tiktok verified badge,Transactional,TikTok algorithm secrets 2024,@algohacks_tt,Algorithm growth tips. Not about verification specifically.,English,0,"Wrong intent — algorithm tips, not about verification"
Q50,how to get tiktok verified badge,Transactional,How many followers do you need to get verified?,@tiktokstats_tt,Stats and thresholds discussion — partially answers the query.,English,2,
Q50,how to get tiktok verified badge,Transactional,Instagram verification vs TikTok verification — differences,@socialmedia_compare,Platform comparison. Not actionable for TikTok specifically.,English,1,Partially relevant but not actionable for TikTok specifically
Q51,start selling on etsy beginner guide,Transactional,Start Your Etsy Shop in 2024 — Complete Setup Guide,@etsyseller_tips,"Shop setup, SEO listing optimization, shipping profiles, and first sale tips.",English,3,
Q51,start selling on etsy beginner guide,Transactional,Etsy vs Shopify vs Amazon Handmade — where to sell?,@ecommercecompare,Platform comparison. Pre-decision research content.,English,1,Pre-decision research — not a setup guide
Q51,start selling on etsy beginner guide,Transactional,"I make $10,000/month on Etsy — here's how",@etsymillionaire,Success story with monetization tactics. Useful but not a setup guide.,English,2,
Q51,start selling on etsy beginner guide,Transactional,Etsy seller fees explained — how much does it cost?,@etsycosts_tt,Fee breakdown. Important context but not a how-to guide.,English,2,
Q51,start selling on etsy beginner guide,Transactional,Handmade business ideas 2024,@craftbusiness_tt,Business idea inspiration. Pre-transactional.,English,0,"Wrong intent — ideation content, not about setting up on Etsy"
Q52,how to open roth ira account,Transactional,Open a Roth IRA Step by Step — Fidelity Walkthrough,@retirementready_tt,Screen recording of Fidelity Roth IRA account opening with contribution limit context.,English,3,
Q52,how to open roth ira account,Transactional,Roth IRA vs Traditional IRA — which is right for you?,@retirement101_tt,Decision framework. Pre-action research stage.,English,1,Pre-decision content — not about opening an account
Q52,how to open roth ira account,Transactional,How much should I contribute to my Roth IRA?,@personalfinance_basics,Contribution strategy content. Post-setup question.,English,1,Post-setup question — not about opening the account
Q52,how to open roth ira account,Transactional,Best index funds for a Roth IRA 2024,@investingbasics_tt,Investment selection content. Assumes account already opened.,English,0,"Wrong intent — investment selection, assumes account already open"
Q52,how to open roth ira account,Transactional,Retirement planning in your 20s — full guide,@retirementplanning_young,Broad retirement guide. Mentions Roth IRA but not a setup walkthrough.,English,1,Too broad — mentions Roth IRA but not a setup walkthrough
Q53,sign up audible free trial,Transactional,Audible Free Trial — Get 3 Months for Free 2024,@booklovers_tt,Current trial offer with sign-up walkthrough and credit system explanation.,English,3,
Q53,sign up audible free trial,Transactional,Audible vs Scribd vs Spotify audiobooks — which is best?,@audiobooks_compare,Platform comparison. Pre-decision stage.,English,1,Pre-decision comparison — not about signing up
Q53,sign up audible free trial,Transactional,Best audiobooks on Audible right now,@audiobookrecs,Content recommendation. Assumes membership already exists.,English,0,"Wrong intent — content recommendations, assumes membership exists"
Q53,sign up audible free trial,Transactional,How to cancel Audible before the trial ends,@canceltips_tt,Cancellation guidance — practical context for new users.,English,1,Useful but opposite intent — cancellation not sign-up
Q53,sign up audible free trial,Transactional,I listen to 50 audiobooks a year — my system,@powerlistener_tt,Listening habit content. Not transactional.,English,0,"Wrong intent — listening habit content, not transactional"
Q54,set up google analytics website,Transactional,Google Analytics 4 Setup for Beginners 2024,@digitalmarketing_basics,GA4 property setup with tag installation and data stream walkthrough.,English,3,
Q54,set up google analytics website,Transactional,GA4 vs Universal Analytics — what changed?,@analytics_explained,Comparison of GA versions. Not a setup tutorial.,English,1,Comparison — not a setup tutorial
Q54,set up google analytics website,Transactional,Google Analytics events — how to track everything,@ga4mastery,Advanced event tracking content. Assumes setup complete.,English,1,Advanced content — assumes setup is already complete
Q54,set up google analytics website,Transactional,Best free analytics tools for websites 2024,@webtools_review,Platform comparison. GA4 is one option but not a setup guide.,English,0,"Wrong intent — platform comparison, not a GA4 setup guide"
Q54,set up google analytics website,Transactional,Why your Google Analytics traffic is wrong,@seo_troubleshoot,Troubleshooting content. Post-setup issue.,English,0,"Wrong intent — troubleshooting issue, post-setup problem"
Q55,submit music to spotify playlists,Transactional,How to Pitch Your Song to Spotify Editorial 2024,@musicbiz_tt,Spotify for Artists submission portal walkthrough with timing and framing tips.,English,3,
Q55,submit music to spotify playlists,Transactional,SubmitHub vs Groover vs direct pitch — which works?,@musicmarketing_tt,Third-party playlist submission service comparison. Adjacent.,English,2,
Q55,submit music to spotify playlists,Transactional,How to get on Spotify algorithmic playlists,@spotifygrowth_tt,Algorithmic playlists — different from editorial pitch. Related.,English,2,
Q55,submit music to spotify playlists,Transactional,Independent artist distribution — DistroKid vs TuneCore,@musicdistribution_compare,Distribution comparison. Pre-submission step.,English,0,"Wrong intent — distribution comparison, pre-submission step"
Q55,submit music to spotify playlists,Transactional,My song got on a Spotify playlist — what happened to streams,@musicgrowth_diary,Post-placement analytics. Not about submission process.,English,1,Post-placement analytics — not about the submission process
Q56,file taxes free online,Transactional,File Taxes for Free — IRS Free File Explained 2024,@taxhelp_tt,"IRS Free File, FreeTaxUSA, and income thresholds. Current for the tax year.",English,3,
Q56,file taxes free online,Transactional,TurboTax vs H&R Block vs FreeTaxUSA — 2024 review,@taxsoftware_compare,Comparison review including free and paid options.,English,2,
Q56,file taxes free online,Transactional,Tax deductions you're probably missing,@taxsavings_tt,Deduction optimization content. Not a how-to file guide.,English,0,"Wrong intent — deduction tips, not about how to file"
Q56,file taxes free online,Transactional,When is the tax deadline 2024?,@taxdates_tt,Date reminder content. Not transactional guidance on filing.,English,1,Useful but not how-to — date reminder only
Q56,file taxes free online,Transactional,I got audited by the IRS — here's what happened,@taxhorrorstory,Warning story. Not helpful for the filing process.,English,0,"Wrong intent — warning story, not helpful for filing"
Q57,find remote jobs hiring now,Transactional,Best Remote Job Sites in 2024 — Ranked,@remotework_tips,"Reviews LinkedIn, We Work Remotely, FlexJobs, and Remote.co with application tips.",English,3,
Q57,find remote jobs hiring now,Transactional,Remote jobs that pay $100k+ with no experience,@remotecareers_tt,High-paying remote job list. Useful but may have unrealistic framing.,English,1,Potentially misleading title — unrealistic framing
Q57,find remote jobs hiring now,Transactional,How to write a resume for remote jobs,@resumecoach_remote,Resume tips specific to remote applications. Adjacent.,English,2,
Q57,find remote jobs hiring now,Transactional,Work from home scams — how to spot them,@jobscam_alert,Scam warning content. Not about finding legitimate jobs.,English,1,Adjacent — useful context but not about finding jobs
Q57,find remote jobs hiring now,Transactional,Day in the life of a remote worker,@remoteworkvlog,Lifestyle content. Not transactional.,English,0,"Wrong intent — lifestyle content, not transactional"
Q58,use afterpay at checkout,Transactional,How to Use Afterpay at Checkout — Step by Step,@fintech_easy,Afterpay app checkout flow and payment schedule walkthrough.,English,3,
Q58,use afterpay at checkout,Transactional,Afterpay vs Klarna vs Affirm — best BNPL app?,@bynpl_compare,Buy now pay later comparison. Pre-decision research.,English,1,Pre-decision comparison — not how to use Afterpay
Q58,use afterpay at checkout,Transactional,Is Afterpay safe to use? Honest review,@financeadvice_tt,Safety and risk assessment. Context for new users.,English,2,
Q58,use afterpay at checkout,Transactional,How to pay off Afterpay early — tips,@debtfree_tt,Post-purchase financial advice. Assumes Afterpay already in use.,English,0,"Wrong intent — post-purchase advice, not how to use it at checkout"
Q58,use afterpay at checkout,Transactional,Stores that accept Afterpay 2024,@afterpaypartners,Merchant list. Related but not about the checkout process itself.,English,2,
Q59,apply for unemployment benefits,Transactional,How to File for Unemployment — What You Need 2024,@benefitsguide_tt,"General filing process, documentation needed, and state portal navigation tips.",English,3,
Q59,apply for unemployment benefits,Transactional,How long does unemployment take to process?,@uidetails_tt,Processing timeline and follow-up steps. Useful companion content.,English,2,
Q59,apply for unemployment benefits,Transactional,Unemployment benefits explained — how much will I get?,@benefitscalculator_tt,Benefits calculation explanation. Pre-application context.,English,2,
Q59,apply for unemployment benefits,Transactional,What to do while waiting for unemployment approval,@unemployed_support,Coping and interim income tips. Post-application — different stage.,English,1,Post-application — different stage from filing
Q59,apply for unemployment benefits,Transactional,Unemployment fraud — how the government catches cheaters,@governmentwaste_tt,Anti-fraud content. Completely different intent.,English,0,"Wrong intent — anti-fraud content, completely different"
Q60,open etrade brokerage account,Transactional,E*TRADE Account Setup — Beginner Walkthrough 2024,@investingtutorials,"Account opening, funding, and first trade screen recording.",English,3,
Q60,open etrade brokerage account,Transactional,E*TRADE vs Fidelity vs Schwab — which broker is best?,@brokercompare_tt,Broker comparison. Pre-decision stage.,English,1,Pre-decision comparison — not about opening the account
Q60,open etrade brokerage account,Transactional,Stock trading for beginners — what you need to know first,@trading101_tt,General trading education. Pre-platform stage.,English,1,Too general — not about E*TRADE account setup
Q60,open etrade brokerage account,Transactional,E*TRADE Power Platform tutorial — advanced features,@etrade_advanced,Advanced platform features. Too advanced for account setup query.,English,0,"Wrong audience — advanced features, not account setup"
Q60,open etrade brokerage account,Transactional,Best trading apps 2024 ranked,@tradingapps_review,App comparison. E*TRADE mentioned but not the setup guide.,English,0,"Wrong intent — app comparison, not a setup guide"
Q61,best noise cancelling headphones under $100,Commercial,Top 5 Noise Cancelling Headphones Under $100 (2024 Ranked),@techreviewer_pro,"Tests Sony WH-CH720N, Jabra Evolve2, and Anker Q45 with objective ANC measurements.",English,3,
Q61,best noise cancelling headphones under $100,Commercial,I Tested $50 vs $100 Headphones — Honest Review,@budgetaudio,Side-by-side comparison with real office environment ANC test.,English,3,
Q61,best noise cancelling headphones under $100,Commercial,Sony WH-1000XM5 Review,@sonyfan_reviews,Excellent review but for a $350 headphone — completely outside the stated budget.,English,0,"Wrong price tier — $350 headphone, outside stated budget"
Q61,best noise cancelling headphones under $100,Commercial,BEST headphones EVER (sponsored),@gadgetguy_tt,"Sponsored post for a single brand. No comparison, no testing methodology.",English,0,Sponsored with no comparison or testing — not a genuine review
Q61,best noise cancelling headphones under $100,Commercial,Headphone buying guide — all budgets,@audiophile_guide,General guide covering $50 to $500 options. Partially relevant.,English,2,
Q62,iphone 15 vs samsung s24 review,Commercial,"iPhone 15 vs Galaxy S24 — Full Comparison (Camera, Speed, Battery)",@smartphone_lab,"Side-by-side testing of camera, processor benchmarks, battery life, and build quality.",English,3,
Q62,iphone 15 vs samsung s24 review,Commercial,I switched from iPhone to Samsung — 30 day verdict,@techswitch_diary,Personal experience after a month of daily driving both devices.,English,3,
Q62,iphone 15 vs samsung s24 review,Commercial,Samsung S24 Ultra Review,@androidcentral_tt,Reviews the S24 Ultra specifically — not the base S24. Slightly off query.,English,2,
Q62,iphone 15 vs samsung s24 review,Commercial,Best phone camera 2024 — ranked,@mobilephotography,Camera-only ranking. Relevant but only one dimension of the comparison.,English,2,
Q62,iphone 15 vs samsung s24 review,Commercial,iPhone 15 unboxing day one,@applefanatic_tt,First impressions unboxing — not a comparative review.,English,1,First impressions only — no comparison to Samsung
Q63,is SKIMS shapewear worth it,Commercial,I Tried Every SKIMS Bodysuit — Honest Review,@fashionhonesty_tt,Tests 5 SKIMS styles across body types with sizing accuracy notes and wear testing.,English,3,
Q63,is SKIMS shapewear worth it,Commercial,SKIMS vs Spanx vs SHEIN dupes — the real comparison,@shapeweartest_tt,Competitive comparison with objective comfort and compression testing.,English,3,
Q63,is SKIMS shapewear worth it,Commercial,SKIMS haul — everything I bought,@fashionhaul_tt,Shopping haul without critical analysis. Not a genuine review.,English,1,Haul with no critical evaluation — not a genuine review
Q63,is SKIMS shapewear worth it,Commercial,Kim Kardashian's SKIMS brand story,@businessoffashion_tt,Brand origin story. Not about product quality.,English,0,"Wrong intent — brand origin story, not product quality"
Q63,is SKIMS shapewear worth it,Commercial,Affordable SKIMS dupes under $20,@budgetfashion_tt,Alternative products — helpful but not evaluating SKIMS itself.,English,1,Alternatives — not evaluating SKIMS itself
Q64,best air fryer 2024,Commercial,Top 5 Air Fryers Tested and Ranked — 2024,@kitchentester,"Tests temperature accuracy, capacity, noise, and ease of cleaning across 5 units.",English,3,
Q64,best air fryer 2024,Commercial,Ninja vs Instant Pot vs Cosori — which air fryer wins?,@appliancereviews,Head-to-head test of the most popular brands.,English,3,
Q64,best air fryer 2024,Commercial,Air fryer recipes you need to try,@airfryerrecipes,Recipe content. Not a product review.,English,0,"Wrong intent — recipe content, not a product review"
Q64,best air fryer 2024,Commercial,Is an air fryer actually worth it?,@kitchenskeptic,Value proposition analysis. Good companion content.,English,2,
Q64,best air fryer 2024,Commercial,Cheap air fryer I found at Walmart — review,@budgetkitchen,Single product review of a low-end model. Narrow scope.,English,1,Single low-end product — too narrow for a best-of query
Q65,best protein powder beginners,Commercial,Best Protein Powders for Beginners — Tested,@nutritionlab_tt,"Compares whey isolate, concentrate, and plant-based with taste tests and price-per-gram.",English,3,
Q65,best protein powder beginners,Commercial,How much protein do you actually need?,@sports_dietitian,Evidence-based protein intake guidance. Context for the purchase decision.,English,2,
Q65,best protein powder beginners,Commercial,Optimum Nutrition vs Dymatize vs Ghost — which wins?,@supplementscompare,Brand comparison. Good complement to a broader ranked list.,English,3,
Q65,best protein powder beginners,Commercial,Protein powder taste test — 10 brands blind tested,@blindtaste_supplements,Blind taste test. Highly credible methodology.,English,3,
Q65,best protein powder beginners,Commercial,Sponsored: try THIS protein powder,@fitnessinfluencer,Undisclosed or minimally disclosed sponsorship. Single brand promotion.,English,0,Sponsored single-brand promo — no comparison or independent review
Q66,quince clothing quality review,Commercial,I Bought 10 Quince Items — What's Worth It,@budgetluxury_tt,"Fabric quality, sizing accuracy, and value vs premium brands assessed across categories.",English,3,
Q66,quince clothing quality review,Commercial,Quince vs Everlane vs Uniqlo — best value basics?,@affordableluxury_review,Brand comparison for value-oriented buyers.,English,3,
Q66,quince clothing quality review,Commercial,Quince cashmere sweater — 1 year update,@longtermreviews,Year-long durability follow-up. Highly useful long-form perspective.,English,3,
Q66,quince clothing quality review,Commercial,Quince haul — everything I ordered,@fashionhaul_tt,Shopping haul without structured evaluation.,English,1,Haul with no structured evaluation
Q66,quince clothing quality review,Commercial,Sustainable fashion brands ranked 2024,@ecofashion_tt,Broader sustainability ranking that includes Quince.,English,2,
Q67,best cashback credit cards 2024,Commercial,Top 5 Cash Back Credit Cards — 2024 Comparison,@creditcardreviewer,"Compares Citi Double Cash, Chase Freedom Unlimited, Discover it with annual fee analysis.",English,3,
Q67,best cashback credit cards 2024,Commercial,No annual fee credit cards — best value picks,@creditguide_tt,Focuses on no-fee cards specifically. Highly relevant subset.,English,3,
Q67,best cashback credit cards 2024,Commercial,Chase Sapphire vs AMEX Gold — travel cards compared,@travelcards_review,Travel rewards comparison. Different card category than cashback.,English,0,"Wrong category — travel rewards, not cashback cards"
Q67,best cashback credit cards 2024,Commercial,How credit card cashback actually works,@creditbasics_tt,Mechanics explanation. Useful context before choosing a card.,English,2,
Q67,best cashback credit cards 2024,Commercial,Credit card churning strategy — advanced,@creditchurning_tt,Advanced optimization content. Wrong audience for a best card query.,English,0,Wrong audience — advanced strategy for a best-card query
Q68,electric vehicle comparison 2024,Commercial,Tesla Model 3 vs Chevy Equinox EV vs Rivian R1T — Compared,@evreviews_official,"Real-world range, charging speed, and total cost of ownership comparison.",English,3,
Q68,electric vehicle comparison 2024,Commercial,"Best EVs under $40,000 — 2024 ranked",@evdeals_tt,Budget-focused EV comparison. Highly relevant for practical buyers.,English,3,
Q68,electric vehicle comparison 2024,Commercial,Tesla vs Rivian — which is actually better?,@evfaceoff_tt,Two-brand comparison. More narrow than a full EV comparison.,English,2,
Q68,electric vehicle comparison 2024,Commercial,Electric vehicle charging infrastructure — is it ready?,@evinfrastructure_tt,Infrastructure analysis. Adjacent concern for EV buyers.,English,1,Adjacent concern — not a product comparison
Q68,electric vehicle comparison 2024,Commercial,Tesla stock analysis 2024,@stockanalyst_tt,Financial content about Tesla. Not about vehicle comparison.,English,0,"Wrong intent — financial content, not about vehicles"
Q69,ag1 greens supplement worth it,Commercial,AG1 Athletic Greens — 90 Day Honest Review,@supplementsreview,Tests over 90 days with bloodwork before and after. Highly credible methodology.,English,3,
